Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
3/19/2023,18,19,Wind,78,Sunday,March,Spring,3522
5/14/2021,22,23,Wind,134,Friday,May,Spring,3321
3/19/2022,20,21,Wind,78,Saturday,March,Spring,9623
4/15/2023,11,12,Wind,105,Saturday,April,Spring,12042
11/10/2020,0,1,Wind,315,Tuesday,November,Fall,1153
10/8/2025,4,5,Wind,281,Wednesday,October,Fall,584
7/29/2025,19,20,Wind,210,Tuesday,July,Summer,5792
10/8/2021,2,3,Wind,281,Friday,October,Fall,3432
3/11/2022,18,19,Wind,70,Friday,March,Spring,10430
10/7/2025,17,18,Solar,280,Tuesday,October,Fall,3781
2/26/2025,16,17,Wind,57,Wednesday,February,Winter,15275
1/27/2023,20,21,Wind,27,Friday,January,Winter,7462
7/4/2024,1,2,Wind,186,Thursday,July,Summer,6505
8/27/2025,5,6,Wind,239,Wednesday,August,Summer,2086
4/13/2020,3,4,Wind,104,Monday,April,Spring,3469
11/3/2020,0,1,Wind,308,Tuesday,November,Fall,3597
4/21/2025,20,21,Wind,111,Monday,April,Spring,3158
4/13/2021,18,19,Wind,103,Tuesday,April,Spring,4444
11/14/2024,23,0,Wind,319,Thursday,November,Fall,3238
3/1/2022,2,3,Wind,60,Tuesday,March,Spring,2865
3/20/2023,20,21,Wind,79,Monday,March,Spring,1690
7/15/2024,12,13,Solar,197,Monday,July,Summer,8737
7/27/2025,2,3,Wind,208,Sunday,July,Summer,2172
8/5/2022,4,5,Wind,217,Friday,August,Summer,2957
12/10/2024,10,11,Wind,345,Tuesday,December,Winter,10560
12/19/2023,20,21,Wind,353,Tuesday,December,Winter,11260
8/11/2022,8,9,Wind,223,Thursday,August,Summer,4398
7/15/2021,6,7,Wind,196,Thursday,July,Summer,7253
3/29/2025,16,17,Wind,88,Saturday,March,Spring,11249
9/5/2025,20,21,Wind,248,Friday,September,Fall,687
11/11/2025,7,8,Wind,315,Tuesday,November,Fall,8058
6/18/2024,17,18,Solar,170,Tuesday,June,Summer,6244
4/4/2020,0,1,Wind,95,Saturday,April,Spring,996
3/31/2024,11,12,Wind,91,Sunday,March,Spring,10457
8/2/2022,21,22,Wind,214,Tuesday,August,Summer,957
7/20/2025,1,2,Wind,201,Sunday,July,Summer,4506
8/3/2023,1,2,Wind,215,Thursday,August,Summer,14771
7/12/2025,11,12,Solar,193,Saturday,July,Summer,9607
1/26/2020,21,22,Wind,26,Sunday,January,Winter,8371
5/16/2022,8,9,Wind,136,Monday,May,Spring,5803
5/23/2021,0,1,Wind,143,Sunday,May,Spring,5905
3/18/2021,2,3,Wind,77,Thursday,March,Spring,3524
2/4/2021,1,2,Wind,35,Thursday,February,Winter,5125
6/10/2020,22,23,Wind,162,Wednesday,June,Summer,731
7/9/2023,18,19,Solar,190,Sunday,July,Summer,4652
8/13/2023,5,6,Wind,225,Sunday,August,Summer,931
3/20/2025,0,1,Wind,79,Thursday,March,Spring,6946
8/8/2023,3,4,Wind,220,Tuesday,August,Summer,1820
7/3/2023,14,15,Wind,184,Monday,July,Summer,11480
9/30/2023,1,2,Wind,273,Saturday,September,Fall,663
1/10/2020,22,23,Wind,10,Friday,January,Winter,1571
12/30/2024,12,13,Solar,365,Monday,December,Winter,3281
5/2/2021,18,19,Solar,122,Sunday,May,Spring,3016
8/7/2021,18,19,Wind,219,Saturday,August,Summer,11586
5/28/2021,0,1,Wind,148,Friday,May,Spring,2572
5/16/2022,11,12,Solar,136,Monday,May,Spring,7699
1/4/2020,23,0,Wind,4,Saturday,January,Winter,1931
11/8/2020,8,9,Wind,313,Sunday,November,Fall,3916
7/27/2023,7,8,Wind,208,Thursday,July,Summer,9065
9/10/2024,0,1,Wind,254,Tuesday,September,Fall,4683
3/19/2021,6,7,Wind,78,Friday,March,Spring,5907
2/28/2020,3,4,Wind,59,Friday,February,Winter,2643
5/18/2023,0,1,Wind,138,Thursday,May,Spring,7850
4/20/2020,3,4,Wind,111,Monday,April,Spring,5296
4/9/2020,6,7,Wind,100,Thursday,April,Spring,723
5/3/2025,13,14,Solar,123,Saturday,May,Spring,5971
7/30/2025,3,4,Wind,211,Wednesday,July,Summer,1452
4/28/2020,4,5,Wind,119,Tuesday,April,Spring,3067
2/26/2023,21,22,Wind,57,Sunday,February,Winter,14492
4/11/2021,14,15,Wind,101,Sunday,April,Spring,7658
5/8/2024,14,15,Solar,129,Wednesday,May,Spring,9558
4/8/2020,8,9,Wind,99,Wednesday,April,Spring,2303
7/4/2021,4,5,Wind,185,Sunday,July,Summer,862
1/28/2025,17,18,Wind,28,Tuesday,January,Winter,19004
11/14/2020,19,20,Wind,319,Saturday,November,Fall,11103
7/21/2020,0,1,Wind,203,Tuesday,July,Summer,4876
10/4/2022,1,2,Wind,277,Tuesday,October,Fall,1416
8/4/2024,17,18,Solar,217,Sunday,August,Summer,6580
1/2/2020,23,0,Wind,2,Thursday,January,Winter,6857
7/10/2021,20,21,Wind,191,Saturday,July,Summer,2043
2/26/2022,21,22,Wind,57,Saturday,February,Winter,9716
11/29/2022,17,18,Wind,333,Tuesday,November,Fall,1111
6/8/2025,7,8,Wind,159,Sunday,June,Summer,8306
4/5/2022,18,19,Wind,95,Tuesday,April,Spring,8495
3/10/2024,7,8,Wind,70,Sunday,March,Spring,2181
8/23/2020,19,20,Wind,236,Sunday,August,Summer,4332
11/24/2020,3,4,Wind,329,Tuesday,November,Fall,1768
7/23/2024,5,6,Wind,205,Tuesday,July,Summer,5404
5/23/2024,2,3,Wind,144,Thursday,May,Spring,2979
4/16/2023,5,6,Wind,106,Sunday,April,Spring,5054
6/6/2025,13,14,Wind,157,Friday,June,Summer,7339
1/19/2024,2,3,Wind,19,Friday,January,Winter,2193
12/17/2023,15,16,Solar,351,Sunday,December,Winter,3018
3/21/2025,18,19,Wind,80,Friday,March,Spring,8152
9/6/2020,2,3,Wind,250,Sunday,September,Fall,1961
12/4/2020,2,3,Wind,339,Friday,December,Winter,12264
7/17/2024,10,11,Solar,199,Wednesday,July,Summer,6067
10/1/2025,13,14,Solar,274,Wednesday,October,Fall,10058
3/30/2021,11,12,Solar,89,Tuesday,March,Spring,4810
5/24/2024,23,0,Wind,145,Friday,May,Spring,703
2/16/2023,11,12,Solar,47,Thursday,February,Winter,7999
11/2/2025,22,23,Wind,306,Sunday,November,Fall,8643
7/31/2024,21,22,Wind,213,Wednesday,July,Summer,1578
12/31/2024,8,9,Wind,366,Tuesday,December,Winter,4218
1/12/2023,5,6,Wind,12,Thursday,January,Winter,15968
3/9/2024,0,1,Wind,69,Saturday,March,Spring,11075
4/21/2025,6,7,Wind,111,Monday,April,Spring,3806
6/19/2022,16,17,Wind,170,Sunday,June,Summer,12018
3/24/2022,9,10,Solar,83,Thursday,March,Spring,4911
12/6/2023,14,15,Solar,340,Wednesday,December,Winter,3145
10/22/2020,15,16,Wind,296,Thursday,October,Fall,4372
9/1/2022,3,4,Wind,244,Thursday,September,Fall,3514
2/17/2023,6,7,Wind,48,Friday,February,Winter,7645
6/14/2025,19,20,Wind,165,Saturday,June,Summer,4111
9/28/2025,15,16,Solar,271,Sunday,September,Fall,5298
11/4/2025,11,12,Wind,308,Tuesday,November,Fall,13899
7/5/2021,12,13,Solar,186,Monday,July,Summer,7806
2/21/2022,3,4,Wind,52,Monday,February,Winter,14976
11/17/2025,20,21,Wind,321,Monday,November,Fall,5188
8/23/2024,7,8,Wind,236,Friday,August,Summer,11855
3/31/2022,13,14,Wind,90,Thursday,March,Spring,11938
9/28/2021,17,18,Wind,271,Tuesday,September,Fall,3222
6/24/2024,4,5,Wind,176,Monday,June,Summer,2733
9/3/2021,22,23,Wind,246,Friday,September,Fall,1704
10/3/2022,19,20,Wind,276,Monday,October,Fall,1114
8/22/2022,5,6,Wind,234,Monday,August,Summer,1373
2/27/2022,4,5,Wind,58,Sunday,February,Winter,8949
6/28/2022,23,0,Wind,179,Tuesday,June,Summer,1723
8/22/2025,0,1,Wind,234,Friday,August,Summer,6431
5/5/2023,18,19,Solar,125,Friday,May,Spring,4662
3/19/2022,13,14,Wind,78,Saturday,March,Spring,12710
4/18/2021,9,10,Solar,108,Sunday,April,Spring,3757
7/11/2025,17,18,Solar,192,Friday,July,Summer,11291
9/4/2025,19,20,Wind,247,Thursday,September,Fall,8069
10/21/2022,14,15,Wind,294,Friday,October,Fall,9441
7/27/2020,10,11,Wind,209,Monday,July,Summer,6801
7/9/2020,16,17,Wind,191,Thursday,July,Summer,7247
6/19/2023,16,17,Solar,170,Monday,June,Summer,4302
8/13/2020,7,8,Wind,226,Thursday,August,Summer,1791
9/21/2023,23,0,Wind,264,Thursday,September,Fall,7242
7/25/2022,10,11,Wind,206,Monday,July,Summer,8474
11/27/2023,18,19,Wind,331,Monday,November,Fall,11622
4/9/2022,10,11,Solar,99,Saturday,April,Spring,5360
11/2/2022,5,6,Wind,306,Wednesday,November,Fall,6705
8/17/2022,5,6,Wind,229,Wednesday,August,Summer,1436
4/20/2021,7,8,Wind,110,Tuesday,April,Spring,703
8/15/2024,6,7,Wind,228,Thursday,August,Summer,1268
7/11/2022,6,7,Wind,192,Monday,July,Summer,3830
7/2/2022,2,3,Wind,183,Saturday,July,Summer,670
5/24/2021,5,6,Wind,144,Monday,May,Spring,8343
2/24/2023,9,10,Wind,55,Friday,February,Winter,5199
4/14/2021,15,16,Wind,104,Wednesday,April,Spring,9278
4/12/2025,22,23,Wind,102,Saturday,April,Spring,8931
12/22/2022,10,11,Wind,356,Thursday,December,Winter,12428
1/18/2024,2,3,Wind,18,Thursday,January,Winter,7810
5/31/2024,16,17,Wind,152,Friday,May,Spring,7089
9/9/2021,13,14,Wind,252,Thursday,September,Fall,5141
4/13/2025,12,13,Wind,103,Sunday,April,Spring,4906
3/23/2024,22,23,Wind,83,Saturday,March,Spring,9137
2/26/2025,23,0,Wind,57,Wednesday,February,Winter,8535
8/3/2022,0,1,Wind,215,Wednesday,August,Summer,1047
4/7/2025,22,23,Wind,97,Monday,April,Spring,5598
9/15/2021,12,13,Solar,258,Wednesday,September,Fall,3974
3/26/2023,3,4,Wind,85,Sunday,March,Spring,9201
2/19/2020,5,6,Wind,50,Wednesday,February,Winter,8999
9/14/2020,9,10,Wind,258,Monday,September,Fall,3828
7/23/2022,23,0,Wind,204,Saturday,July,Summer,1099
6/4/2021,8,9,Wind,155,Friday,June,Summer,2095
4/12/2020,2,3,Wind,103,Sunday,April,Spring,748
1/2/2021,3,4,Wind,2,Saturday,January,Winter,1281
5/16/2025,20,21,Wind,136,Friday,May,Spring,7218
1/28/2024,5,6,Wind,28,Sunday,January,Winter,8152
10/2/2021,16,17,Wind,275,Saturday,October,Fall,14843
9/18/2020,10,11,Wind,262,Friday,September,Fall,5286
11/24/2020,21,22,Wind,329,Tuesday,November,Fall,6481
12/21/2022,12,13,Wind,355,Wednesday,December,Winter,10235
7/19/2021,2,3,Wind,200,Monday,July,Summer,5773
6/29/2022,10,11,Solar,180,Wednesday,June,Summer,5357
12/22/2023,12,13,Wind,356,Friday,December,Winter,19987
12/4/2024,12,13,Solar,339,Wednesday,December,Winter,6363
2/21/2021,13,14,Wind,52,Sunday,February,Winter,8829
6/20/2022,2,3,Wind,171,Monday,June,Summer,5728
11/19/2020,23,0,Wind,324,Thursday,November,Fall,3854
11/10/2025,13,14,Wind,314,Monday,November,Fall,12666
12/20/2024,8,9,Wind,355,Friday,December,Winter,5569
5/11/2025,12,13,Solar,131,Sunday,May,Spring,3967
11/18/2024,2,3,Wind,323,Monday,November,Fall,8530
3/3/2025,11,12,Solar,62,Monday,March,Spring,8311
12/28/2021,22,23,Wind,362,Tuesday,December,Winter,12013
10/31/2021,4,5,Wind,304,Sunday,October,Fall,6221
12/5/2020,21,22,Wind,340,Saturday,December,Winter,5385
5/12/2024,8,9,Wind,133,Sunday,May,Spring,4245
4/15/2022,22,23,Wind,105,Friday,April,Spring,5750
12/22/2024,9,10,Wind,357,Sunday,December,Winter,19398
2/5/2021,14,15,Wind,36,Friday,February,Winter,3021
7/12/2022,14,15,Solar,193,Tuesday,July,Summer,6997
6/15/2020,23,0,Wind,167,Monday,June,Summer,2022
10/23/2023,9,10,Wind,296,Monday,October,Fall,8658
2/2/2023,8,9,Wind,33,Thursday,February,Winter,6057
7/28/2024,14,15,Solar,210,Sunday,July,Summer,5654
10/9/2024,13,14,Wind,283,Wednesday,October,Fall,12421
2/15/2023,10,11,Solar,46,Wednesday,February,Winter,6270
11/18/2021,14,15,Solar,322,Thursday,November,Fall,3326
6/28/2022,19,20,Wind,179,Tuesday,June,Summer,3348
1/12/2024,1,2,Wind,12,Friday,January,Winter,6624
6/16/2020,5,6,Wind,168,Tuesday,June,Summer,1461
7/7/2020,7,8,Wind,189,Tuesday,July,Summer,1906
9/12/2022,10,11,Solar,255,Monday,September,Fall,4987
6/6/2023,14,15,Solar,157,Tuesday,June,Summer,8282
12/31/2023,16,17,Wind,365,Sunday,December,Winter,17690
2/22/2025,3,4,Wind,53,Saturday,February,Winter,10776
2/12/2020,23,0,Wind,43,Wednesday,February,Winter,5618
7/27/2025,4,5,Wind,208,Sunday,July,Summer,1887
10/28/2023,8,9,Wind,301,Saturday,October,Fall,12258
5/22/2025,14,15,Solar,142,Thursday,May,Spring,6175
12/23/2024,2,3,Wind,358,Monday,December,Winter,17302
8/17/2025,22,23,Wind,229,Sunday,August,Summer,7604
4/23/2024,3,4,Wind,114,Tuesday,April,Spring,4610
3/26/2021,17,18,Wind,85,Friday,March,Spring,9646
12/4/2021,15,16,Wind,338,Saturday,December,Winter,12295
2/12/2021,15,16,Wind,43,Friday,February,Winter,9320
8/8/2023,21,22,Wind,220,Tuesday,August,Summer,2130
1/20/2021,0,1,Wind,20,Wednesday,January,Winter,11737
8/15/2025,9,10,Solar,227,Friday,August,Summer,6084
3/31/2025,6,7,Wind,90,Monday,March,Spring,5157
11/11/2022,2,3,Wind,315,Friday,November,Fall,2683
7/9/2022,18,19,Wind,190,Saturday,July,Summer,8525
9/5/2023,0,1,Wind,248,Tuesday,September,Fall,7414
11/19/2022,10,11,Solar,323,Saturday,November,Fall,4418
10/23/2023,17,18,Wind,296,Monday,October,Fall,5596
1/13/2023,1,2,Wind,13,Friday,January,Winter,13913
4/21/2020,23,0,Wind,112,Tuesday,April,Spring,4642
12/19/2020,11,12,Wind,354,Saturday,December,Winter,10820
1/6/2021,6,7,Wind,6,Wednesday,January,Winter,1187
6/12/2025,3,4,Wind,163,Thursday,June,Summer,6737
6/1/2020,16,17,Solar,153,Monday,June,Summer,4570
12/29/2020,22,23,Wind,364,Tuesday,December,Winter,3005
3/8/2023,9,10,Wind,67,Wednesday,March,Spring,13908
2/19/2020,2,3,Wind,50,Wednesday,February,Winter,11122
7/30/2023,20,21,Wind,211,Sunday,July,Summer,7195
1/23/2025,6,7,Wind,23,Thursday,January,Winter,5894
5/11/2025,19,20,Wind,131,Sunday,May,Spring,4469
7/15/2020,18,19,Wind,197,Wednesday,July,Summer,3632
4/23/2021,16,17,Wind,113,Friday,April,Spring,8565
7/2/2023,18,19,Wind,183,Sunday,July,Summer,6804
4/13/2022,22,23,Wind,103,Wednesday,April,Spring,1032
12/14/2021,23,0,Wind,348,Tuesday,December,Winter,1053
1/22/2021,18,19,Wind,22,Friday,January,Winter,4478
12/30/2024,14,15,Solar,365,Monday,December,Winter,2676
1/19/2020,7,8,Wind,19,Sunday,January,Winter,5048
1/8/2021,0,1,Wind,8,Friday,January,Winter,1507
8/3/2023,12,13,Wind,215,Thursday,August,Summer,13262
10/25/2025,4,5,Wind,298,Saturday,October,Fall,13923
5/13/2023,7,8,Wind,133,Saturday,May,Spring,4856
7/21/2023,22,23,Wind,202,Friday,July,Summer,3097
10/3/2024,1,2,Wind,277,Thursday,October,Fall,4843
3/30/2023,23,0,Wind,89,Thursday,March,Spring,12402
7/8/2022,12,13,Solar,189,Friday,July,Summer,8283
8/18/2021,1,2,Wind,230,Wednesday,August,Summer,2488
6/29/2023,5,6,Wind,180,Thursday,June,Summer,748
5/28/2021,23,0,Wind,148,Friday,May,Spring,3329
5/11/2024,7,8,Wind,132,Saturday,May,Spring,4906
4/8/2022,19,20,Wind,98,Friday,April,Spring,9607
7/27/2025,21,22,Wind,208,Sunday,July,Summer,4242
10/14/2023,11,12,Solar,287,Saturday,October,Fall,5525
10/12/2020,11,12,Solar,286,Monday,October,Fall,3848
1/18/2025,23,0,Wind,18,Saturday,January,Winter,1679
5/31/2023,12,13,Wind,151,Wednesday,May,Spring,12628
9/21/2021,16,17,Solar,264,Tuesday,September,Fall,4522
11/21/2023,21,22,Wind,325,Tuesday,November,Fall,6769
4/12/2024,12,13,Solar,103,Friday,April,Spring,8049
3/17/2024,9,10,Wind,77,Sunday,March,Spring,6278
4/5/2024,4,5,Wind,96,Friday,April,Spring,10352
11/1/2022,20,21,Wind,305,Tuesday,November,Fall,12061
5/27/2024,21,22,Wind,148,Monday,May,Spring,2538
7/15/2021,4,5,Wind,196,Thursday,July,Summer,7756
3/5/2024,15,16,Wind,65,Tuesday,March,Spring,8619
10/10/2025,13,14,Solar,283,Friday,October,Fall,9343
6/21/2023,11,12,Solar,172,Wednesday,June,Summer,4377
10/29/2023,10,11,Wind,302,Sunday,October,Fall,15308
5/21/2020,17,18,Solar,142,Thursday,May,Spring,2989
6/10/2023,0,1,Wind,161,Saturday,June,Summer,3204
8/20/2025,4,5,Wind,232,Wednesday,August,Summer,3073
4/16/2024,0,1,Wind,107,Tuesday,April,Spring,13826
3/5/2025,17,18,Solar,64,Wednesday,March,Spring,3558
11/15/2025,14,15,Solar,319,Saturday,November,Fall,5714
3/12/2022,21,22,Wind,71,Saturday,March,Spring,9414
6/4/2024,3,4,Wind,156,Tuesday,June,Summer,456
7/28/2020,17,18,Wind,210,Tuesday,July,Summer,6769
11/6/2021,21,22,Wind,310,Saturday,November,Fall,6134
4/25/2025,1,2,Wind,115,Friday,April,Spring,3293
7/25/2021,5,6,Wind,206,Sunday,July,Summer,2988
11/1/2022,12,13,Wind,305,Tuesday,November,Fall,15812
11/10/2024,19,20,Wind,315,Sunday,November,Fall,1932
4/19/2021,5,6,Wind,109,Monday,April,Spring,1278
3/29/2021,11,12,Solar,88,Monday,March,Spring,5469
3/12/2021,4,5,Wind,71,Friday,March,Spring,9635
6/7/2025,23,0,Wind,158,Saturday,June,Summer,12317
9/2/2023,22,23,Wind,245,Saturday,September,Fall,4625
10/27/2023,20,21,Wind,300,Friday,October,Fall,9132
8/10/2021,22,23,Wind,222,Tuesday,August,Summer,590
9/29/2021,8,9,Wind,272,Wednesday,September,Fall,7118
5/31/2022,18,19,Wind,151,Tuesday,May,Spring,5487
6/25/2021,4,5,Wind,176,Friday,June,Summer,1451
5/27/2022,11,12,Solar,147,Friday,May,Spring,6179
3/3/2024,22,23,Wind,63,Sunday,March,Spring,5144
12/7/2022,2,3,Wind,341,Wednesday,December,Winter,2507
8/17/2021,21,22,Wind,229,Tuesday,August,Summer,3684
3/24/2020,16,17,Wind,84,Tuesday,March,Spring,6133
10/12/2025,18,19,Wind,285,Sunday,October,Fall,5244
7/24/2023,17,18,Wind,205,Monday,July,Summer,11156
7/8/2024,11,12,Solar,190,Monday,July,Summer,8159
7/16/2022,14,15,Solar,197,Saturday,July,Summer,8810
4/1/2024,1,2,Wind,92,Monday,April,Spring,4949
1/14/2024,18,19,Wind,14,Sunday,January,Winter,1253
1/8/2020,13,14,Wind,8,Wednesday,January,Winter,4927
11/12/2021,4,5,Wind,316,Friday,November,Fall,1575
11/19/2024,13,14,Wind,324,Tuesday,November,Fall,20597
8/17/2020,2,3,Wind,230,Monday,August,Summer,1750
6/11/2023,19,20,Wind,162,Sunday,June,Summer,4575
8/21/2025,20,21,Wind,233,Thursday,August,Summer,7365
8/26/2021,4,5,Wind,238,Thursday,August,Summer,2542
9/10/2020,19,20,Wind,254,Thursday,September,Fall,1247
7/13/2021,23,0,Wind,194,Tuesday,July,Summer,5065
4/5/2022,19,20,Wind,95,Tuesday,April,Spring,7386
6/13/2020,1,2,Wind,165,Saturday,June,Summer,3366
10/18/2023,17,18,Wind,291,Wednesday,October,Fall,14535
8/22/2020,10,11,Wind,235,Saturday,August,Summer,9129
8/3/2021,2,3,Wind,215,Tuesday,August,Summer,1153
7/23/2023,17,18,Wind,204,Sunday,July,Summer,12004
7/2/2021,8,9,Solar,183,Friday,July,Summer,1628
6/3/2022,15,16,Solar,154,Friday,June,Summer,5923
12/4/2021,8,9,Wind,338,Saturday,December,Winter,8370
10/9/2023,14,15,Solar,282,Monday,October,Fall,6407
9/15/2021,11,12,Solar,258,Wednesday,September,Fall,3648
6/18/2021,7,8,Wind,169,Friday,June,Summer,3517
9/10/2025,1,2,Wind,253,Wednesday,September,Fall,3815
4/11/2020,9,10,Solar,102,Saturday,April,Spring,2530
1/26/2024,1,2,Wind,26,Friday,January,Winter,7990
3/27/2025,4,5,Wind,86,Thursday,March,Spring,3169
9/21/2025,6,7,Wind,264,Sunday,September,Fall,3184
7/13/2024,20,21,Solar,195,Saturday,July,Summer,1101
11/14/2021,3,4,Wind,318,Sunday,November,Fall,2421
7/1/2022,23,0,Wind,182,Friday,July,Summer,863
7/10/2023,3,4,Wind,191,Monday,July,Summer,1054
11/23/2022,20,21,Wind,327,Wednesday,November,Fall,12891
12/12/2024,15,16,Wind,347,Thursday,December,Winter,3478
4/27/2025,19,20,Wind,117,Sunday,April,Spring,2748
1/17/2023,16,17,Wind,17,Tuesday,January,Winter,4665
4/3/2022,1,2,Wind,93,Sunday,April,Spring,5119
10/18/2020,4,5,Wind,292,Sunday,October,Fall,672
10/11/2021,17,18,Wind,284,Monday,October,Fall,4388
11/16/2023,16,17,Wind,320,Thursday,November,Fall,13386
3/9/2025,3,4,Wind,68,Sunday,March,Spring,9672
12/31/2022,12,13,Wind,365,Saturday,December,Winter,17332
8/16/2023,13,14,Solar,228,Wednesday,August,Summer,6675
1/6/2021,19,20,Wind,6,Wednesday,January,Winter,495
2/8/2025,9,10,Wind,39,Saturday,February,Winter,8261
9/26/2022,7,8,Wind,269,Monday,September,Fall,6086
11/10/2025,0,1,Wind,314,Monday,November,Fall,6004
2/1/2020,18,19,Wind,32,Saturday,February,Winter,10703
4/22/2022,18,19,Wind,112,Friday,April,Spring,4256
1/24/2023,21,22,Wind,24,Tuesday,January,Winter,2611
5/5/2025,7,8,Wind,125,Monday,May,Spring,9361
5/8/2020,12,13,Solar,129,Friday,May,Spring,4778
6/16/2021,8,9,Solar,167,Wednesday,June,Summer,2085
2/16/2020,22,23,Wind,47,Sunday,February,Winter,11230
7/4/2023,10,11,Solar,185,Tuesday,July,Summer,5603
10/26/2023,15,16,Wind,299,Thursday,October,Fall,6529
2/28/2024,3,4,Wind,59,Wednesday,February,Winter,3223
11/29/2022,10,11,Solar,333,Tuesday,November,Fall,2249
1/6/2020,20,21,Wind,6,Monday,January,Winter,6469
11/9/2025,4,5,Wind,313,Sunday,November,Fall,2430
5/12/2024,6,7,Wind,133,Sunday,May,Spring,3904
4/30/2021,22,23,Wind,120,Friday,April,Spring,1359
8/27/2023,4,5,Wind,239,Sunday,August,Summer,2263
7/27/2024,9,10,Solar,209,Saturday,July,Summer,3124
9/26/2025,12,13,Solar,269,Friday,September,Fall,5213
4/1/2022,3,4,Wind,91,Friday,April,Spring,9699
5/12/2020,12,13,Wind,133,Tuesday,May,Spring,5747
10/7/2024,16,17,Wind,281,Monday,October,Fall,7311
6/30/2022,13,14,Solar,181,Thursday,June,Summer,4931
9/20/2024,20,21,Wind,264,Friday,September,Fall,3245
8/10/2024,16,17,Solar,223,Saturday,August,Summer,4012
4/30/2023,4,5,Wind,120,Sunday,April,Spring,3814
1/23/2025,5,6,Wind,23,Thursday,January,Winter,6304
12/3/2022,12,13,Wind,337,Saturday,December,Winter,6285
4/24/2025,7,8,Wind,114,Thursday,April,Spring,2699
10/2/2025,18,19,Wind,275,Thursday,October,Fall,2959
8/9/2020,11,12,Solar,222,Sunday,August,Summer,3372
7/10/2020,19,20,Wind,192,Friday,July,Summer,4171
12/26/2023,4,5,Wind,360,Tuesday,December,Winter,7229
4/28/2024,0,1,Wind,119,Sunday,April,Spring,10556
10/12/2024,13,14,Wind,286,Saturday,October,Fall,6790
11/25/2022,16,17,Wind,329,Friday,November,Fall,3351
1/14/2023,15,16,Wind,14,Saturday,January,Winter,17545
11/8/2022,20,21,Wind,312,Tuesday,November,Fall,11901
8/29/2024,19,20,Wind,242,Thursday,August,Summer,2703
3/16/2025,9,10,Wind,75,Sunday,March,Spring,9888
1/19/2020,3,4,Wind,19,Sunday,January,Winter,4619
3/13/2025,0,1,Wind,72,Thursday,March,Spring,2661
4/4/2024,19,20,Wind,95,Thursday,April,Spring,8108
12/5/2023,18,19,Wind,339,Tuesday,December,Winter,6714
1/16/2020,6,7,Wind,16,Thursday,January,Winter,4609
10/15/2025,19,20,Wind,288,Wednesday,October,Fall,5080
6/3/2020,16,17,Solar,155,Wednesday,June,Summer,3604
5/11/2024,8,9,Wind,132,Saturday,May,Spring,5428
9/25/2020,7,8,Wind,269,Friday,September,Fall,10168
10/5/2022,10,11,Wind,278,Wednesday,October,Fall,9771
7/2/2024,4,5,Wind,184,Tuesday,July,Summer,2631
4/21/2023,20,21,Wind,111,Friday,April,Spring,2543
12/5/2024,8,9,Wind,340,Thursday,December,Winter,14145
8/7/2025,18,19,Solar,219,Thursday,August,Summer,5653
4/5/2020,11,12,Wind,96,Sunday,April,Spring,7848
1/26/2024,4,5,Wind,26,Friday,January,Winter,9936
9/3/2023,14,15,Solar,246,Sunday,September,Fall,9204
4/12/2022,22,23,Wind,102,Tuesday,April,Spring,2275
12/29/2020,13,14,Wind,364,Tuesday,December,Winter,5165
9/8/2023,9,10,Solar,251,Friday,September,Fall,3666
4/26/2024,13,14,Solar,117,Friday,April,Spring,6436
4/14/2024,15,16,Solar,105,Sunday,April,Spring,4067
9/7/2020,13,14,Solar,251,Monday,September,Fall,5438
2/18/2022,21,22,Wind,49,Friday,February,Winter,13040
5/21/2020,5,6,Wind,142,Thursday,May,Spring,1502
5/4/2020,14,15,Solar,125,Monday,May,Spring,5337
6/10/2023,9,10,Solar,161,Saturday,June,Summer,4098
4/3/2024,11,12,Wind,94,Wednesday,April,Spring,15839
5/23/2020,7,8,Wind,144,Saturday,May,Spring,3360
9/4/2020,7,8,Wind,248,Friday,September,Fall,1232
10/7/2020,12,13,Wind,281,Wednesday,October,Fall,8717
12/2/2023,5,6,Wind,336,Saturday,December,Winter,3249
6/28/2024,16,17,Solar,180,Friday,June,Summer,6716
8/22/2021,21,22,Wind,234,Sunday,August,Summer,3345
2/17/2023,9,10,Wind,48,Friday,February,Winter,9868
2/16/2022,13,14,Wind,47,Wednesday,February,Winter,16745
12/3/2022,2,3,Wind,337,Saturday,December,Winter,6803
4/8/2021,14,15,Solar,98,Thursday,April,Spring,5202
1/5/2025,15,16,Wind,5,Sunday,January,Winter,19348
10/8/2024,8,9,Wind,282,Tuesday,October,Fall,10350
2/12/2022,6,7,Wind,43,Saturday,February,Winter,4558
7/7/2023,5,6,Wind,188,Friday,July,Summer,4486
7/14/2020,21,22,Wind,196,Tuesday,July,Summer,2101
12/9/2022,20,21,Wind,343,Friday,December,Winter,2064
7/5/2022,0,1,Wind,186,Tuesday,July,Summer,3667
11/20/2021,18,19,Wind,324,Saturday,November,Fall,210
2/9/2023,8,9,Wind,40,Thursday,February,Winter,1322
3/1/2025,23,0,Wind,60,Saturday,March,Spring,10187
7/25/2023,9,10,Wind,206,Tuesday,July,Summer,7186
12/25/2024,10,11,Solar,360,Wednesday,December,Winter,2874
5/8/2024,7,8,Wind,129,Wednesday,May,Spring,5427
10/3/2021,15,16,Wind,276,Sunday,October,Fall,8606
